category,productName,review,predictedSentiment,score,positivePercent,negativePercent
Phone,samsung galaxy s5,"Shipped on time. Phone looks great, works great, super fast reply to question. My first used phone purchase, and I was leary, but I'm so glad I did! Such a great deal on this phone, I'm super excited! And the fact that they have a warranty is even better! Thank you Purple Cobra :)",Positive,0.9912,78.93409019236834,13.139913802165458
Phone,samsung galaxy s5,"The Samsung S5 is THE BEST! I've always had phones which had 'issues'. But this one is super perfect! I love, love, love the Samsung S5!!!! And you can't beat the value! It is well worth the price!!",Positive,0.9901,78.93409019236834,13.139913802165458
Phone,samsung galaxy s5,"Great features, great quality, great sound, great graphics... Great phone!!! I love, love, love it!!!",Positive,0.9893,78.93409019236834,13.139913802165458
Phone,samsung galaxy s5,I have had other Android phones but this one is the best by far!! It has wonderful performance and i never have a problem with locking up. The speed is great! i love the screen size...not to big / not to small!! I have purchased other Samsung products and love all of them also.,Positive,0.9892,78.93409019236834,13.139913802165458
Phone,samsung galaxy s5,"Hate it! Hate it! Hate it!!!!! What a stupid design! My galaxy S5 has enough useless features to fill days of exploration yet the home button wakes the phone and there's no way to disable this feature. Every time the phone is in my pocket, the home button inadvertently depresses and wake the phone.",Negative,-0.9718,78.93409019236834,13.139913802165458
Phone,samsung galaxy s5,Bad bad bad bad bad. Dont ever think to buy it. It was the biggest mistake i did. It makes my phone very slow frozen alot alot. Find a good one this is more than worse.,Negative,-0.9656,78.93409019236834,13.139913802165458
Phone,samsung galaxy s5,very worst phone it s said 4g but is not 4g this one working 2g my phone showing E symbol i am try down load Facebook showing error i have make a video call really worst anyway i connect to WI FI same problem,Negative,-0.9508,78.93409019236834,13.139913802165458
Phone,samsung galaxy s5,"Just an anecdote, not necessarily a trend, but the unit that I received was defective. After spending many hours copying my music onto it started throwing read/write errors. Very frustrating and a complete waste of time.",Negative,-0.9427,78.93409019236834,13.139913802165458
Phone,samsung galaxy s5,"This phone is supposed to be new, but doesn't look new at all! The box has cut on it and was not sealed, the protection sheet has bubbles underneath, the battery has dirt mark on it! I just started using it so I don't know how well this phone works, but so far so disappointed!",Negative,-0.9416,78.93409019236834,13.139913802165458
Phone,lenovo vibe k4 note,"Awesome product... I was used many type of smartphones but this is so good and excellent except battery heat.Clarity of photos is beautiful, too good to operate... I recommend people those who want buy budget around 12k to 13k, surely I'll recommend this mobile...",Positive,0.9883,65.12238680533669,22.996113037083727
Phone,lenovo vibe k4 note,Best phone for use.. It's camera quality is superb.. Battery back up is great.. It heats a little but it is acceptable... Features are the best.. Never hang... Sound equaliser also available.. And Dolby is just awesome.. Thank you Lenovo for this great phone..,Positive,0.9874,65.12238680533669,22.996113037083727
Phone,lenovo vibe k4 note,"I am using this phone from March 2016 to till date, this phone is really awesome. Pros Great display Great sound Nice touch sensitivity VR is really good with ANT VR Battery backup is awesome Best for entertainment purpose Front camera is good Cons : Rear camera is average Less internal memory Total...",Positive,0.9871,65.12238680533669,22.996113037083727
Phone,lenovo vibe k4 note,Battery is good easily runs for more than a day camera is good performance is good but could b better speakers r super Colour quality is super A super mobile for movie's & music lovers,Positive,0.9862,65.12238680533669,22.996113037083727
Phone,lenovo vibe k4 note,"It is a good phone. Easy to handle ,camera is not bad but could have made better. Speakers are absolutely awesome ,especially with additional headphones this is so awesome . We enjoy watching movies on this. Display is nice. Finger print is sensor is good, not great though.",Positive,0.9856,65.12238680533669,22.996113037083727
Phone,lenovo vibe k4 note,"Worst product , major requirement of the mobile is calling option unfortunately that will not work properly , stupid Dolby atoms sound is irritating , No ear phone , worst mic ( lenovo suck ) should speak so loud on call , most worst part of this phone is camera I definitely want 2 kill brutally...",Negative,-0.9863,65.12238680533669,22.996113037083727
Phone,lenovo vibe k4 note,Very Heating problem and battery problem lots of problem not satisfied Hanging also I bought just before 3 month lenovo k4 note very bad very bad very bad,Negative,-0.9706,65.12238680533669,22.996113037083727
Phone,lenovo vibe k4 note,"Mobile software is good but material is bad & i have screen problem Automaticâ yellow spots create in screen i change screen 2 time but every time spot is come ... Lenovo mobile is bad company for mobile my money is westag in mobile ""bad company sad mobile""",Negative,-0.9655,65.12238680533669,22.996113037083727
Phone,lenovo vibe k4 note,Worst phone with pathetic performance. Worst battery performance . even if the phone is kept unused the battery power lasts for not more than 3 hrs . the picture quality of the camera is pitable issue to be pondered upon. Most Worst thing related to the phone is its heating problem.,Negative,-0.9638,65.12238680533669,22.996113037083727
Phone,lenovo vibe k4 note,I don't even like to give one star rating. I got a defective piece. The primary back camera is the worst. Doesn't focus at all. The phone speakers are horrible. The sound quality is poor and distorted even at moderate sound volumes.,Negative,-0.9546,65.12238680533669,22.996113037083727
Phone,samsung galaxy s7 edge,"Best phone on the market, it is so amazing!!!! I love every little detail about this phone, IP68 water proof, absolutely amazing screen perfect size phone feels very amazing in hand alot better than iPhone, iPhone is slippery in hand compared to the beast of a phone, I love it!",Positive,0.9921,85.9217243335224,8.655700510493476
Phone,samsung galaxy s7 edge,"I've only had the Galaxy S7 Edge for about 3 weeks, but I fell in love with it on day one. I've never been so enamored by a phone before. The clarity of the screen is awesome, the edge is awesome, the features are awesome, the ability to personalize so many things is awesome, the battery life is...",Positive,0.9905,85.9217243335224,8.655700510493476
Phone,samsung galaxy s7 edge,"I love the Galaxy s7 edge. Great features and camera. I really love the slow motion effect and everything. This phone is good for creating short films and it's really useful for me. Great phone, I highly recommend this phone. Looks great, bigger, good quality and amazing performance.",Positive,0.9904,85.9217243335224,8.655700510493476
Phone,samsung galaxy s7 edge,I have been a lifelong Samsung fan and have used nothing but the Galaxy line. This is the best of the bunch by far. It feels great in your hand and looks good. The phone is super fast and can handle anything you want it to do. The screen is crystal clear and pictures and videos look fantastic!,Positive,0.9903,85.9217243335224,8.655700510493476
Phone,samsung galaxy s7 edge,"The camera is very amazing! I LOVE the features! I would definitely recommend this phone to all my friends! I've already gotten my best friend to buy the same exact phone! I love my Gear VR goggles as well, they are so amazing!",Positive,0.9901,85.9217243335224,8.655700510493476
Phone,samsung galaxy s7 edge,"I paid for a new phone, but the phone I received was already set up and displays 7 voicemails from the 19th of April thru the 13th of May, and the plastic film was put back on upside down. WTH! Sadly not only are they thieves, but they are incompetent thieves!",Negative,-0.9777,85.9217243335224,8.655700510493476
Phone,samsung galaxy s7 edge,"This is the ugliest pone ever! So ugly! It is slower than the iPhone 6s, it has an uglier and grainy blurry camera as wel as the froont camera. It has a less sharp display than the IPhone 6s. It is thicker and hevier. Their is no 3B touch. It dont hav headpone jack. Ugly Ugly Ugly!",Negative,-0.9767,85.9217243335224,8.655700510493476
Phone,samsung galaxy s7 edge,"Good phone, but has problems: 1. Fragile screen. Dropped from a chair height and cracked. Very expensive replacement. 2. Sound interruptions after a second. Especially bad for alarms. Not often but still annoying. 3. Curved screen is easy to touch by accident.",Negative,-0.9598,85.9217243335224,8.655700510493476
Phone,samsung galaxy s7 edge,"I struggled through 2 years with a worthless iPhone 6. There was always something wrong with it - constantly changing settings without my permission. Siri was an irritating idiot who was so dumb, I stopped using her. I felt like putting my fist through that phone - several times a day.",Negative,-0.9559,85.9217243335224,8.655700510493476
Phone,samsung galaxy s7 edge,"I got the phone 2 weeks ago, and upgrade from my galaxy 5 an oh boy I hate it. I could not turn off my message/ email alerts. If I received any while on the phone it would constantly interrupt the call until the messages were opened up. Annoying. Worst of all. No service.",Negative,-0.9337,85.9217243335224,8.655700510493476
Phone,samsung galaxy s6,I am not just saying this because I have to but I really do love samsung it's a great tech company with amazing products. I love my phone because it's one of the best I am all about specs and my phone has some great features that anybody would love if they used it.,Positive,0.9932,83.67203924316749,10.313010978743284
Phone,samsung galaxy s6,"Definitely the best phone i have ever had! Not only is the camera amazing, but the picture and size is also great! I love the look of the phone, its quality, and its size. Everything about this phone is perfect, and it would be even more perfect if i won the tablet.",Positive,0.9895,83.67203924316749,10.313010978743284
Phone,samsung galaxy s6,Amazing smartpohne. Best screen. this phone is the best! battery life is amazing (4 hours on screen time with 50% brightness) and has the best camera out there! i really recommend this phone! it has a fast ui and amazing call quality. the speaker is great and the fast charging is just a life saver!,Positive,0.9888,83.67203924316749,10.313010978743284
Phone,samsung galaxy s6,"I am so happy with Samsung this time around! I have always been a fan of Galaxy, but this here S6 takes the top prize of Galaxy's!I love the display, definitely like candy to my eyes; it is just so much better to look at and you immediately notice a huge improvement.",Positive,0.9887,83.67203924316749,10.313010978743284
Phone,samsung galaxy s6,"Still learning the phone, but so far so good. I love the clarity and color. Love that I can get different covers for it. ""Important"" LOL! It's easy to use!",Positive,0.9887,83.67203924316749,10.313010978743284
Phone,samsung galaxy s6,"Phone quality met normal expectations but the overall signal quality across the board was horrible. Had to return them. Useless to use if they get no signal strength. I bought 2 identical phones, both had the same horrible signal.",Negative,-0.9659,83.67203924316749,10.313010978743284
Phone,samsung galaxy s6,"yes after one year she still loves it, but unfortunately THE MOTHER BOARD IS DEAD AND THE PHONE IS USELESS. ALL INFORMATION STORED IS LOST.",Negative,-0.9571,83.67203924316749,10.313010978743284
Phone,samsung galaxy s6,Bad antenna. Drops calls all the time. Bad design; buttons locations and function are horrible. Bad key board. Screens touch consistency varies widely. Sound quality is terrible.,Negative,-0.9524,83.67203924316749,10.313010978743284
Phone,samsung galaxy s6,Losing the snooze choices on the alarm feature was very disappointing. 3 minute snooze function is useless. Finding other things the S4 had that are no longer supported on the S6 is frustrating.,Negative,-0.9465,83.67203924316749,10.313010978743284
Phone,samsung galaxy s6,"I like everything about it BUT I keep getting this ""WARNING"" that my phone was hacked from an adult website and my battery is in trouble and I need to download some app. Plus the headphones went out quickly :(",Negative,-0.9451,83.67203924316749,10.313010978743284
Phone,apple iphone 5s,This is amazing phone compared to all phones in Apple Easy to handle Handy User friendly Compact size Lovely look Fantastic clear mind blowing cameras HD Speakers in clear sounds Vedios & pictures really comes out well Storage is awesome I could recommend to watch a full movie in this phone awesome...,Positive,0.9878,70.04183070866142,16.90452755905512
Phone,apple iphone 5s,Pros - 1) Awesome Camera 2) Good music quality 3) Nice user interface 4) Great built quality 5) Good call quality 6) Easy to operate with one hand 7) Stunning and Eye catching design 8) iOS 8 feels fresh and vibrant 9) Impeccable display 10) Brand image! Cons - 1) Small screen size That's it.,Positive,0.9866,70.04183070866142,16.90452755905512
Phone,apple iphone 5s,Realy a very great product from Apple!! Super mobile with good touch..Feeling great with this mobile.. Had great facilities.. Easy to use.. Great display!! Wow!!!,Positive,0.9865,70.04183070866142,16.90452755905512
Phone,apple iphone 5s,"LOVE LOVE LOVE, would not go to any other phone. Super light weight, design is great, super quick. So glad I have got this phone.",Positive,0.9861,70.04183070866142,16.90452755905512
Phone,apple iphone 5s,SUPER HIT GOOD CHOICE FROM MY SIDE 2 DAYS BATT BACK UP 9.3.3 UPGRADED MANUALLY LOOKS AWESOME FRONT CAMERA IS ALSO GOOD FITS PERFECT IN POCKETS SOUND EFFECT IN HEADPHONES IS GOOD FINGER READERS WORKS PERFECTLY,Positive,0.9858,70.04183070866142,16.90452755905512
Phone,apple iphone 5s,"love the phone but not the battery. the battery was so damaged and abused that i had to go get it replaced. also, they sent me a nasty otterbox that was beyond the point of no return with how dirty it was.",Negative,-0.9679,70.04183070866142,16.90452755905512
Phone,apple iphone 5s,Overall the iphone 5S is a good phone but not great. The 16GB is not much storage considering the IOS and the forced apps take up 3GB or more before you even start using it on day one. If you take alot of pictures you will disappointed by the lack of storage space.,Negative,-0.9392,70.04183070866142,16.90452755905512
Phone,apple iphone 5s,This is very disappointing that after purchasing Apple iPhone 5s 16gb getting a defective product. It is totally waste of time and money . I want my money refunded as early as possible because why a customer would suffer due to availability of defective products .,Negative,-0.9391,70.04183070866142,16.90452755905512
Phone,apple iphone 5s,Good but having internet drop problem when I connect WiFi its not good for apple this is first time I m using apple so sad about apple ios software,Negative,-0.9306,70.04183070866142,16.90452755905512
Phone,apple iphone 5s,"do not buy!!!! less than 5 months the battery dies at 60%, the home button broke within a month and the screen is all messed up!!! I am so disappointed as i haven't even dropped my phone or anything and i am very disappointed due to how much i spent",Negative,-0.9294,70.04183070866142,16.90452755905512
Phone,samsung galaxy s7 789999,THIS PHONE IS SO GOOD I LOVE THE NEW LOOK I LIKE THAT IT IS WATER RESISTANT UP TO 30 MINUTES AND THE CAMERA IS AMAZING IT TAKES VERY GOOD PICTURES HAS A GREAT DISPLAY AND I LIKED THAT I CAME WITH FREE GEAR VR THOSE ARE AMAZING I LOVE THEM BUT I LOVE THE PHONE BETTER AND THE BATTERY POWER IS AMAZING...,Positive,0.9932,86.6207575012297,8.189867191342843
Phone,samsung galaxy s7 789999,"I am a big fan of all Samsung phones but I have seen huge improvement with Samsung Galaxy s7. It is faster, sleeker and more elegant than ever. Battery life is really good. I love the improved camera features. It is super sturdy as well plus I love that it is water resistant.",Positive,0.9926,86.6207575012297,8.189867191342843
Phone,samsung galaxy s7 789999,"Love the video call , love the gold color, easy to use, love the home button, the camera and how fast it charges. Would definitely recommend this phone. Support is great, if you need it. Friends and family love it. I love everything about it. Would definitely buy it again, super phone.",Positive,0.9925,86.6207575012297,8.189867191342843
Phone,samsung galaxy s7 789999,I love love love my gs7 I love everything about the phone has awesome features love everything about the camera features it's like no other camera for smart phones I love the fact that's it's water proof so no worries about getting my phone wet I would highly recommend the gs7 to my friends and...,Positive,0.9919,86.6207575012297,8.189867191342843
Phone,samsung galaxy s7 789999,Really like my new phone. I haven't owned a Samsung product in a long time so I wasn't sure about getting this phone but I'm so glad I did!! I love taking pics and this phone has a great camera that takes awesome shots! Love that! I really like that I can still take selfies in the dark! Lol.,Positive,0.9918,86.6207575012297,8.189867191342843
Phone,samsung galaxy s7 789999,"This is the ugliest pone ever! So ugly! It is slower than the iPhone 6s, it has an uglier and grainy blurry camera as wel as the froont camera. It has a less sharp display than the IPhone 6s. It is thicker and hevier. Their is no 3B touch. It dont hav headpone jack. Ugly Ugly Ugly!",Negative,-0.9767,86.6207575012297,8.189867191342843
Phone,samsung galaxy s7 789999,"Worst phone I have owned in last 10 years!!! Leaned on countertop with it in my pocket and it shattered the backing and has now stopped working. Physical damage, not warranty covered on a 14 day old phone!!! Samsung should be ashamed of this product!",Negative,-0.9474,86.6207575012297,8.189867191342843
Phone,samsung galaxy s7 789999,"This phone broke the second day we owned it - do not believe them when they say it has toughened glass. The case shattered, the screen broke and the glass screen protector broke when the back of the case shattered.",Negative,-0.926,86.6207575012297,8.189867191342843
Phone,samsung galaxy s7 789999,"Not only is the screen extremely susceptible to shattering, but apparently so is the back!! The front and the back of my phone is shattered within 2 weeks of owning this phone. I didn't even drop it when it shattered. It shattered in my pocket!",Negative,-0.9202,86.6207575012297,8.189867191342843
Phone,samsung galaxy s7 789999,"BROKE IN 15 DAYS! Google ""S7 edge Black Screen of death"" I'm no newbie. I've owned every single galaxy and note from 1 to 7. I bought this $800 phone on july 25th, 2016- it ""broke"" 15 days later.",Negative,-0.914,86.6207575012297,8.189867191342843
Phone,oneplus 3,"Bought the phone 48 mins after its launch, experienced heating problems for first two days, but after that temperature's fine. Other than that, stunning , amazing, insanely awesome phone. Love it. <3 The display is so awesome, sleek metal unibody. Great performance.",Positive,0.9919,77.65971232344175,13.697032525592848
Phone,oneplus 3,"OnePlus 3 is the best phone Ever used. Love the phone. Superb Built Quality, strong, great specs, great camera, great os. Super fast touch id. accurate most of the time. Alert slider is great addition. Soft gold is a best to have. hate the camera bump. only 1 thing i didnt like is camera bump.",Positive,0.9904,77.65971232344175,13.697032525592848
Phone,oneplus 3,Awesomeness in one place... Fast processing speed.. Super fast finger print sensor... Good camera in this budget... But give its best in day light... Super like for dash charging... Over all great phone giving great value for your money.. âºï¸,Positive,0.9901,77.65971232344175,13.697032525592848
Phone,oneplus 3,Great phone 28k can buy on planet! Using it since 2months now Love the design Love the stock android like feel Love the performance Love the feel inhand Love dash charge Best one after one plus one Con Back camera bump and notification slider design could have been better,Positive,0.9891,77.65971232344175,13.697032525592848
Phone,oneplus 3,"Amazing Device with amazing specs, amazing performance, great camera and great display. Pros : 1. Great performance 2. Dash charging 3. Superb Back Camera 4. Great design and build Quality 5. Clean OS 6. Optic Amolded Display Cons : 1.",Positive,0.9887,77.65971232344175,13.697032525592848
Phone,oneplus 3,"Phone is good. BUT.... many customers is not able to purchases due no any discount, no any free EMI and no any cash back. Now days indian market suffering crisis due to Manufacturering industry going down. So smaller should give more discount.",Negative,-0.9674,77.65971232344175,13.697032525592848
Phone,oneplus 3,I feel cheated. They announce the international version A3005 and I am sold the Chinese version A3000. I feel very disappointed and angry. The worst thing is that they wash their hands arguing that it has no guarantee. Please do not buy this phone.,Negative,-0.9641,77.65971232344175,13.697032525592848
Phone,oneplus 3,"Very bad product ,device got damaged after 2 month of usage,oneplus care and servify denied to cover accidental damage,very pathetic accidental damage cover by servify feeling cheated and disappointed with the service Please guy dont ever buy this",Negative,-0.9552,77.65971232344175,13.697032525592848
Phone,oneplus 3,I am totally unsatisfied with this product. Waste of money. poor oxygen OS. heating problem. its continuous restarting . bad fingerprint sensor. network issue and wifi connectivity problem,Negative,-0.9501,77.65971232344175,13.697032525592848
Phone,oneplus 3,This device stands up to our expectations. Device is really very nice. But the (Accidental Damage Protection Plan ) policy which ONEPLUS service offered is really Waste and Worst To be Genuine.,Negative,-0.9408,77.65971232344175,13.697032525592848
Phone,lenovo vibe k5,Excellent product but heating problem when use internet..... Both Cameras r superb picture quality. Amazing look n design. Dolby Atmos gi've excellent cinema like experience. Excellent features. Excellent Display. Full Paisa vasool phone set.,Positive,0.9849,59.79163733633676,26.594396733774463
Phone,lenovo vibe k5,Best smartphone in best price Best speakers Little heating Camera best Gaming is great Primium look 2 GB RAM IS BEST,Positive,0.981,59.79163733633676,26.594396733774463
Phone,lenovo vibe k5,When the box was shipped was not in good condition but phone was completely safe it Now coming to Mobile 1) good sound quality awesome due to Dolby Atmos and two speakers 2)2gb ram and 16 GB unbuilt is good @7k 3) battery is also good but cable is small 4) awesome video quality 5)had problems to...,Positive,0.9774,59.79163733633676,26.594396733774463
Phone,lenovo vibe k5,"Best phone you can get at this price with a company like lenovo. Best music with Dolby atmos which no other phone gives. Front as well as back camera are awesome. Gaming is good as I played many games like asphalt 8, mini militia. Multitasking is good.",Positive,0.9766,59.79163733633676,26.594396733774463
Phone,lenovo vibe k5,Fantastic phone. best camera best processor. true bass in speaker .very loud speakers with surround sound. notification led great . every thing is perfect. and nothing to say about picture quality . its awsme.,Positive,0.9738,59.79163733633676,26.594396733774463
Phone,lenovo vibe k5,"Worst phone, touch is worst, I have never seen such a worst phone, when ever I am touching on one thing, it is selecting different, I vexed up with this, it's irritating me, also there is no option to replace. Very very bad, I hate this.",Negative,-0.9789,59.79163733633676,26.594396733774463
Phone,lenovo vibe k5,"Really very very worst, display not working , hanging up, automatically dial phone call, automatically message type, I press ""8"" but display shows as xe bio XLbhjn that results, no use really totally totally waste, any body don't buy this worst phone please don't buy friends please, because my More...",Negative,-0.9696,59.79163733633676,26.594396733774463
Phone,lenovo vibe k5,they have not provided the headphones. problem in headphone slot too. doesn't fixes to any 3.5 mm audio jacks. it was very loose. gonna avoid all lenovo products in future. most of the apps got forced close. worst phone i've ever used & worst brand too...,Negative,-0.9581,59.79163733633676,26.594396733774463
Phone,lenovo vibe k5,"Lenovo making fool by camera megapixel, because i feel it very worst camera phone, very bad if phone shake little, do not buy that phone very bad experience.",Negative,-0.9484,59.79163733633676,26.594396733774463
Phone,lenovo vibe k5,It was a very bad experience with lenovo vibe k5 it got damaged within one month due to liquid abuse it was a defect from manufacturing company but they dnt claim their own defect never ever buy lenevo cell phones worst brand ever....,Negative,-0.9468,59.79163733633676,26.594396733774463
Phone,samsung i9500 galaxy s iv,"Best phone I ever had!!!!! I had switched from iPhone and I'm so happy I made the right decision. This phone is FAST, HD QUALITY, GREAT SOUND, GREAT PICTURE, GREAT VIDEO QUALITY, AND MANY FEATURES. Better than iPhone!!! I love this phone!!!! I would recommend to ALL my friends and family!!!",Positive,0.9908,75.24329106458272,15.541138307283987
Phone,samsung i9500 galaxy s iv,"Wow this phone is great, I love everything about this phone, you can do lots of things on it that l love, like one thing i love is how you can customize the phone how ever you want, I love the camera it takes excellent pictures like no other phone such clear crisp pictures, its a really durable...",Positive,0.9899,75.24329106458272,15.541138307283987
Phone,samsung i9500 galaxy s iv,"This phone is so amazing. So easy to use. Very descriptive. Large and clear screen. Great clarity Nice size. Easy to hold on to. Very sturdy. I love the sound. Wouldn't own anything else. Can't wait to use it every day. So much fun. Plain and simple, it's just a great phone.",Positive,0.9892,75.24329106458272,15.541138307283987
Phone,samsung i9500 galaxy s iv,the phone is beautiful and stunning :)the back cover had a few scratches lights and a few scuffs but not serious to me that is :) the screen was super clean !:Dthe sides were nice with no scuffs or anything :) everything works perfectly :D and i got a new charger and you threw in a screen protector...,Positive,0.9891,75.24329106458272,15.541138307283987
Phone,samsung i9500 galaxy s iv,"had this about a week now and its great big screen, easy to navigate, super fast, speakers are great. gets loud & stays clear. comes with pretty cool apps, the camera has all kids features, sports, night, portrait, & few more. games are super fun. ya im impressed...",Positive,0.9869,75.24329106458272,15.541138307283987
Phone,samsung i9500 galaxy s iv,FAKE PHONES FAKE PHONES FAKE PHONES. How bad does it feel to buy a fake phone at this price..!!,Negative,-0.9622,75.24329106458272,15.541138307283987
Phone,samsung i9500 galaxy s iv,Very bad phone from the beginning. The Sims card always gave us problems and it would fail to work all the time claiming the phone that not sims card. We had to keep taking the card out and putting it back in. Of course that also hurt the phone too. Very disappointed!!!,Negative,-0.9563,75.24329106458272,15.541138307283987
Phone,samsung i9500 galaxy s iv,"I can't believe I actually paid for this GS4. It's up to date on software, but yet it lags, lags, lags, and stutters all the time. Turned off all of the animations, moved as much I can to the SD card, and etc, but yet it still lags and stutters.",Negative,-0.9517,75.24329106458272,15.541138307283987
Phone,samsung i9500 galaxy s iv,"In my opinion, this might be one of the worst purchases that I have ever made. Not only does it anger me because of the amount of money that I spent as it was a brand new phone, but it also angers & saddens me that I had to research online all the different problems that I continue to have to see...",Negative,-0.9497,75.24329106458272,15.541138307283987
Phone,samsung i9500 galaxy s iv,"Beautiful phone, but not worth $700 if it is going to break 2 days later without ever being dropped. It is too weak to handle normal use. You will regret your decision immensely! We have dealt with both GooglePlay and Samsung and both say we are responsible for the damage, but the worst part is, we...",Negative,-0.9468,75.24329106458272,15.541138307283987
Phone,apple iphone 5,"Adorable!!! i love my iphone! Full, agile, cute, with excellent performance, lightweight, excellent camera, excellent sound, this is the best phone I know and I love it! highly recommended! q is the first time using an iphone and not change it for anything!",Positive,0.9874,61.785714285714285,24.57983193277311
Phone,apple iphone 5,"This phone is simply amazing!! Super user friendly, fast, great camera, awesome screen, great battery life for a smart phone and of course icloud!!! Ive had all the iphones and apple just gets better and better..",Positive,0.9871,61.785714285714285,24.57983193277311
Phone,apple iphone 5,"Excellent phone!!! Great screen, great apps, great photos, very multifunctional, awesome.... I chose this rating because is one of the best phone I've ever seen. I like it because is smarter, is thinnest, is lightweight and very stylish and also because is made it by Apple.",Positive,0.9861,61.785714285714285,24.57983193277311
Phone,apple iphone 5,"Pretty easy to diss the iPhone (especially if you prefer other devices), but this really is a hardware and software triumph. Beautifully built, amazing screen and an easy to use OS that also has some depth to it. You'll like iOS or you won't, but it's undeniable that this is an amazing device.",Positive,0.9858,61.785714285714285,24.57983193277311
Phone,apple iphone 5,"ordered 32gb iphone 5 in black looks great works well, nice screen fast internet, love the panorama feature of the camera, maps are other great feature. i love all the new features of the phone, and also the larger screen HD shouting is great, love the new design of the back of the phone although it...",Positive,0.9846,61.785714285714285,24.57983193277311
Phone,apple iphone 5,"the WORST phone EVER!!! THE BATTERY DID NOT HOLD NOT EVEN FOR 3 HOURS, THE PHONE WOULD TURN OFF WITHOUT NOTICE, A TOTAL DISASTER AND TERRIBLE MISTAKE BUYING THIS PHONE, I AM SO UPSET AND DISAPPOINTED",Negative,-0.9866,61.785714285714285,24.57983193277311
Phone,apple iphone 5,"I received the iphone but I'm not very happy with it, the battery is seriously wrong, the phone does not last loaded me or half day and only charged while this off, if I connect the charger while the phone is on no load nothing !!!! Most of the day my phone is off !!! It was a bad buy.",Negative,-0.97,61.785714285714285,24.57983193277311
Phone,apple iphone 5,Extremely disappointing. Came on time but touchscreen completely broken. Black and grey lines running down screen and entire device unresponsive. Wouldn't even allow me to turn it off. Extremely misleading product description. Furious at waste of time and effort needed to repackage and resend.,Negative,-0.9693,61.785714285714285,24.57983193277311
Phone,apple iphone 5,"Claims to be unlocked on Sprint, but when I received the phone it didn't come with a sim card. So, I was stuck on the activation screen, and it is locked from sprint because unless you buy an iphone from them, you can't bring any other phone into Sprint. Bad, bad, bad.",Negative,-0.9568,61.785714285714285,24.57983193277311
Phone,apple iphone 5,"????????Do not buy these people!!! No match for their telephones sold and are defective , blocked and battery problems Completely dissatisfied and disappointed",Negative,-0.9516,61.785714285714285,24.57983193277311
